eid	origin	source	name	slot	rarity	groups	mechanic	status	also_seen_in	dupe_count
E0978	designdocs	DESIGN_RECOMMENDATIONS.md §6 Escape Artist/Stuntsman	The Séance Buster	skill			Reveals all Gaff/Humbug/fake cards on the board; +points per fake revealed.			0
E0979	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Scam Booking	unknown			Arrive to find no venue; improvise a show where only commons score, or eat the failure; mirror version lets the player oversell (declare beyond deck) at risk.			0
E0980	designdocs	DESIGN_REFERENCES.md §A9 Africa	The School (social circus)	unknown			Converts discarded/junk cards into trained commons between runs.			0
E0981	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	The Scottish Play curse	unknown			Cueing a cursed card by its true name triggers bad luck; a discoverable ritual sequence cleanses it.			0
E0982	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Screwjob	unknown			Once per profile, a rule card betrays the player at the worst moment, legally by its own text.			0
E0983	designdocs	DESIGN_REFERENCES.md §A7 India & South Asia	The Seed	skill			A rank-1 card gains +1 rank every turn it stays covered.			0
E0984	designdocs	DESIGN_RECOMMENDATIONS.md §7 Leaders	The Sharpshooter (Oakley)	type			Exact-rank effect: choose a rank each show; that rank scores double.			0
E0985	designdocs	DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The show must go on (Pagliacci)	skill			+mult while this card carries a debuff.			0
E0986	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Showbag	consumable			A cheap grab-bag pack of random commons with one guaranteed sweet item.			0
E0987	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Showdown	unknown			Play the same town 'against' a rival's score; the winner takes both crowds.			0
E0988	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Shredder	skill			Destroys itself when sold and pays double its price.			0
E0989	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Singa Barong	skill			Carries an entire stack's weight; everything above it counts as one card for movement purposes.			0
E0990	designdocs	DESIGN_REFERENCES.md §B3 Strength & Endurance	The Sitter	skill			Rewards a card for remaining atop the same column across multiple shows.			0
E0991	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Skipping Tape	unknown			A Gaff that already scored gets exposed retroactively; the player pays back its fame.			0
E0992	designdocs	DESIGN_REFERENCES.md §B5 Clowning Across Cultures	The Snowstorm	unknown			A board-covering particle finale used as an endless-mode milestone.			0
E0993	designdocs	DESIGN_REFERENCES.md §F3 Music, Concerts & Festivals	The Soundcheck	rule			One free non-scoring rehearsal turn at show start: see the board, move once, no submit.			0
E0994	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Sphere (Final Venue)	boss			The town itself performs: board-wide visual effects modify play every turn.			0
E0995	designdocs	DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	The Spin (whirling)	skill			A rotating card cycles its rank each turn (1 to King, then wraps to 1).			0
E0996	designdocs	DESIGN_REFERENCES.md §C2 Séance, Spiritualism & Paranormal	The Spirit Cabinet	skill			Cover this card fully and its column's effects trigger as if spotlit ('by spirits').			0
E0997	designdocs	DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Statue	skill			+points each turn it does not move; any movement resets the bonus.			0
E0998	designdocs	DESIGN_REFERENCES.md §A14 The Caribbean & Central America	The Steelpan	skill			Converts a junk/prop card into a scoring instrument card.			0
E0999	designdocs	DESIGN_REFERENCES.md §A16 Africa & the Arctic	The stick game (Tahtib)	unknown			A light sparring duel node.			0
E1000	designdocs	DESIGN_REFERENCES.md §A9 Africa	The Stilt-walker	skill			Remains spotlit even when one card covers it.			0
E1001	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	The Stray Whistle	unknown			A random Entrance card drops early into a random column.			0
E1002	designdocs	DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment	The Streak	unknown			Per-card win streaks are tracked on the card itself; fame scales with streak, and a broken streak fires a mourning event.			0
E1003	designdocs	DESIGN_REFERENCES.md §A16 Africa & the Arctic	The String Figure	unknown			Copy a displayed board-pattern with the player's cards for a bonus.			0
E1004	designdocs	DESIGN_RECOMMENDATIONS.md §7 Leaders	The Sweet Tooth (Morrison)	type			All +rank buffs are permanent instead of lasting only one show.			0
E1005	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Synthetic Idol	skill			An Automaton whose skill is assembled from fragments of other cards' skills.			0
E1006	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The System	skill			A card that 'predicted' whatever just happened (retroactive prophecy bonus); inspecting it reveals the trick and halves the bonus.			0
E1007	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Talking Wire	skill			Scores as both Acrobat and Clown class on the same trigger.			0
E1008	designdocs	DESIGN_RECOMMENDATIONS.md §6 Fortune Teller	The Tarot Reading	skill			Cue: look at the top 5 cards of the deck and reorder them.			0
E1009	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Tent Challenge	unknown			A town champion calls out one of the player's cards for a duel: win for gold, lose a rank.			0
E1010	designdocs	DESIGN_RECOMMENDATIONS.md §10 Secrets & Mysteries	The Three Rings	unknown			Score three separate 5-card rings (rows) in one submit to permanently unlock a third zone rule card.			0
E1011	designdocs	DESIGN_REFERENCES.md §F5 Puppetry, Mime & Street	The Throw (ventriloquism)	skill			Cues a card's ability as if it were located in a different column.			0
E1012	designdocs	DESIGN_RECOMMENDATIONS.md §7 Leaders	The Tiger Queen (Stark)	type			Consumption effects have no cap.			0
E1013	designdocs	DESIGN_REFERENCES.md §A6 Japan	The Top	skill			Set spinning via cue; keeps scoring a little every turn until it topples after a random duration.			0
E1014	designdocs	DESIGN_REFERENCES.md §G The Modern Era	The Traceur	skill			Moves across the tops of columns, never entering stacks.			0
E1015	designdocs	DESIGN_REFERENCES.md §A13 Korea & Southeast Asia	The Trance	rule			A card enters trance (acts autonomously, immune to everything) for N turns, then suffers a hard Exhaust.			0
E1016	designdocs	DESIGN_RECOMMENDATIONS.md §6 Acrobat	The Triple	skill			If this card ends a run of exactly 3 cards assembled this turn, score it 3x.			0
E1017	designdocs	DESIGN_REFERENCES.md §C3 Automata & Illusion Technology	The Turk	skill			An Automaton card secretly powered by the card hidden beneath it; its power equals the hidden card's rank, and removing that card stops it.			0
E1018	designdocs	DESIGN_REFERENCES.md §F1 Theater & Opera	The Two Masks	skill			A flip-state card: comedy side buffs neighbors, tragedy side buffs itself; flips every time it scores.			0
E1019	designdocs	DESIGN_REFERENCES.md §D Cards, Gambling & Fortune	The Uncredited Artist	unknown			A hidden signature on the card art that, once found, adds the artist as a playable card.			0
E1020	designdocs	DESIGN_REFERENCES.md §E The Fairground, Midway & Business	The Unicorn	skill			An Animal Gaff that scores as legendary until any player effect inspects it.			0
E1021	designdocs	DESIGN_REFERENCES.md §B1 Aerial & Wire	The Unsanctioned Show	unknown			Performing in a locked/forbidden node grants enormous fame; failing it loses the run's tips.			0
E1022	designdocs	DESIGN_REFERENCES.md §A12 Australia & Oceania	The Vine	stamp			The first time this card would be destroyed by a fall/discard, it stops short and survives (once per tour).			0
E1023	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	The Wedding	unknown			Permanently pair two cards so they always draw together.			0
E1024	designdocs	DESIGN_RECOMMENDATIONS.md §9 Events	The White Elephant War	unknown			A rival offers a White Elephant card (huge points, drains gold); refusing makes the next Rival Show boss harder.			0
E1025	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	The Widow's Succession	rule			When a leader card is destroyed, its partner card inherits the leader slot and one signature power.			0
E1026	designdocs	DESIGN_REFERENCES.md §A10 The Americas	The Wing Walker	skill			Transfers a card between two moving columns during the Next-phase drop.			0
E1027	designdocs	DESIGN_REFERENCES.md §B2 Juggling & Object Manipulation	Three-box shuffle	skill			Rearrange any 3 adjacent cards' order on cue.			0
E1028	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Thrown cards	skill			A Knives/card-throwing crossover card.			0
E1029	designdocs	DESIGN_RECOMMENDATIONS.md §4 Types (materials)	Ticket Stub	type			Consumed as currency at shops for a discount; worthless if brought into the Ring.			0
E1030	designdocs	DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe	Till Eulenspiegel deal	unknown			A trickster's deal does exactly what its text says, not what was meant (monkey's-paw style reward).			0
E1031	designdocs	DESIGN_DOC.md §15 Map v4 (FTL, latest)	Tour pre-planning	rule			Players open by planning their tour (choosing which cities to visit); beginners plan small tours, veterans plan longer routes.			0
E1032	designdocs	DESIGN_DOC.md §15 Map v4 (FTL, latest)	Town size score requirements	rule			Small towns vs. big cities carry different score requirements.			0
E1033	designdocs	DESIGN_REFERENCES.md §A10 The Americas	Tragedy scoring (Circo criollo)	skill			Drama acts score on failed shows (tragedy sells).			0
E1034	designdocs	DESIGN_DOC.md §15 Map v2 (Triangle)	Triangle map boss phase	boss			Every few rows features a boss phase, drawable as terrain, with fights possibly restricted to boss phases only.			0
E1035	designdocs	DESIGN_DOC.md §15 Map v2 (Triangle)	Triangle map choice	rule			Player chooses from the next 3 card options; picking moves them up a tier while keeping the triangle shape; moving left permanently loses the right lanes (and vice versa), the middle loses both outer lanes.			0
E1036	designdocs	DESIGN_DOC.md §15 Map v2 (Triangle)	Triangle map holes/packs	rule			The triangle can have holes; nodes should contain card packs rather than just single cards.			0
E1037	designdocs	DESIGN_DOC.md §5 Scoring	Trigger order	rule			Card effects trigger in order: field effects first, then the deck top-down, then the board left-to-right/top-to-bottom (including the input row), then the discard pile top-down.			0
E1038	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Troupe adoption	unknown			Any non-class card gains the current leader's class tag.			0
E1039	designdocs	DESIGN_REFERENCES.md §A3 Golden Age Western Circus	Turning the tip	rule			Converts an audience faction into fame; a blow-off is a hidden bonus objective revealed only after clearing a show.			0
E1040	designdocs	DESIGN_REFERENCES.md §A11 South America	Two-faction city (Parintins)	boss			Picking a faction on arrival changes the goal, the shop, and who heckles the player.			0
E1041	designdocs	DESIGN_DOC.md §3 Board & Zones	Two-zone board (Entrance/Ring)	rule			Board has an upper zone (Grand Entrance, where drawn cards wait) and a lower zone (The Ring, where the board is built).			0
E1042	designdocs	DESIGN_DOC.md §8 Rule Deck (implemented)	TypeInput	type			On turn start, passes its held child cards to the paired lower column, then takes a random card from the deck.			0
E1043	designdocs	DESIGN_DOC.md §6 Card Anatomy & Pips	UI-manipulation win con	unknown			Shelved idea: an alt win condition based on manipulating the scoring UI itself (duplicate-or-remove), with no good design found.			0
E1044	designdocs	DESIGN_DOC.md §2 Core Game Loop refinements	Undo at outcome screen	rule			Pressing Undo at the win/lose screen dismisses the outcome and rewinds the final Submit.			0
E1045	designdocs	DESIGN_DOC.md §5 Scoring v3 (combo)	Uniqueness multiplier	rule			A separate early idea: a multiplier that grows with every unique effect triggered during a submit.			0
E1046	designdocs	DESIGN_DOC.md §8 Rule Deck	Universal deck resolves last	rule			The Universal (rule) deck is probably applied last in all modifier resolution order.			0
E1047	designdocs	DESIGN_DOC.md §4 Stacking & Movement Rules	Universal placement ability	skill			A card ability lets any card be placed on top of it, overriding default stacking legality.			0
E1048	designdocs	DESIGN_REFERENCES.md §A8 Middle East, Central Asia, Mongolia	Unpierceable	stamp			Knife-suit projectiles pass through this card harmlessly (still counts as a 'miss' for stuntman bonuses).			0
E1049	designdocs	DESIGN_REFERENCES.md §A11 South America	Verse duel (repentistas)	unknown			Alternate 'stanzas' (mini-submits) with a town champion; the first to fail a beat loses.			0
E1050	designdocs	DESIGN_DOC.md §8 Rule Deck	Viewable game laws	unknown			Game laws are viewable as plain text via a greyed-out '?' button before the player has unlocked the rule deck itself, needed to explain prop-card abilities.			0
E1051	designdocs	DESIGN_DOC.md §7 Spotlight System	Visible-to-trigger + hidden-trigger stamp	stamp			Abilities must be visible to trigger by default; a stamp lets a card trigger even while hidden/covered; deck triggers surface visually on the deck slot as they fire.			0
E1052	designdocs	DESIGN_REFERENCES.md §A10 The Americas	Voladores calendar meld	unknown			A hidden ritual meld: 4 cards descending 13 ranks each (4x13=52) grants an end-of-run celestial bonus.			0
E1053	designdocs	DESIGN_DOC.md §8 Rule Deck	Voucher effects in main deck	consumable			Voucher-type effects (player-side) go in the main deck instead of the rule deck.			0
E1054	designdocs	DESIGN_REFERENCES.md §C1 Golden-Age Stage Magic	Walking Through the Wall	skill			Move a card through an occupied slot to the other side.			0
E1055	designdocs	DESIGN_RECOMMENDATIONS.md §6 Escape Artist/Stuntsman	Wall of Death	skill			Adjacent columns score +mult, but cards there take 1 Exhaust debuff per show.			0
