id,name,status,approved_effect,slot,class,family,class_group,variant,was_recommended,answer_state,owner_note,one_line_summary,provenance,option_a,option_b,option_c
Q0647,The Dirty Opening,unanswered,,rule,L9,"L - Risk, gambling & failure",L9 - Cursed cards,,,,,Everything starts damaged,DESIGN_REFERENCES.md §A14 The Caribbean & Central America,"Show: every card starts debuffed, and any card that scores anyway pays double","Show: every card starts debuffed, and scoring one clears its debuff",Show: every card starts debuffed and pays double; the debuffs deepen each act
Q0648,The Kneeling Devil,unanswered,,skill,L9,"L - Risk, gambling & failure",L9 - Cursed cards,,,,,A liability that pays off at the very end,CARD_CATALOG,"Debuffs its own column every show; kept in the deck for the whole tour, it becomes a Legendary at the final city","Debuffs its own column every show; kept for the whole tour it becomes Legendary, and selling it early pays nothing","Debuffs its own column every show, and each show survived raises what it becomes at the final city by one tier"
Q0649,The Scottish Play curse,unanswered,,skill,L9,"L - Risk, gambling & failure",L9 - Cursed cards,,,,,Do not say its name,DESIGN_REFERENCES.md §F1 Theater & Opera,Cueing this card by its true name brings bad luck; a discoverable ritual cleanses it,"Cueing this card by its true name brings bad luck permanently, with no cure","Cueing it by name brings bad luck, and the ritual that cleanses it is different each run"
Q0650,Till Eulenspiegel deal,unanswered,,skill,L9,"L - Risk, gambling & failure",L9 - Cursed cards,,,,,Does exactly what it says,DESIGN_REFERENCES.md §A2 Medieval & Renaissance Europe,Grants exactly what its text says rather than what you meant by it,"Grants exactly what its text says, and the text is written to be misread",Grants exactly what its text says; you may pay fame to have the text clarified before accepting
Q0651,White Elephant,unanswered,,skill,L9,"L - Risk, gambling & failure",L9 - Cursed cards,,,,,"Enormous, and it eats",CARD_CATALOG,"Scores hugely, but consumes 1 gold token every show it stays in the deck, or 1 rank from your richest card if you have none","Scores hugely, but consumes 1 gold every show, and is destroyed if you cannot pay","Scores hugely, and its upkeep rises by 1 gold for every show it has been in the deck"
Q0652,Burning Man build-to-burn,unanswered,,skill,L10,"L - Risk, gambling & failure",L10 - Sacrifice,,,,,Build it up to burn it down,DESIGN_REFERENCES.md §G The Modern Era,Build a temporary venue out of your own cards and burn it for a payout; ending the show with an empty board pays a further bonus,Build a temporary venue out of your own cards and burn it for a payout scaling with the ranks committed,"Build a temporary venue and burn it; the payout scales with the ranks committed, and an empty board at show end doubles it"
Q0653,Ceremonial Dagger,unanswered,,skill,L10,"L - Risk, gambling & failure",L10 - Sacrifice,,,,,Eats the card beside it for good,balatro,"When a show begins, destroys an adjacent card and permanently gains twice that card's value as a multiplier","When a show begins, destroys an adjacent card and permanently gains that card's value","Cue to destroy an adjacent card at any time, gaining twice its value permanently"
Q0654,Madness,unanswered,,skill,L10,"L - Risk, gambling & failure",L10 - Sacrifice,,,,,Grows by eating your own,balatro,"When a show begins, gains a multiplier and destroys one of your other cards at random","When a show begins, gains a multiplier and destroys one of your other cards, chosen by you",Gains a multiplier each act and destroys one of your cards at random each act
Q0655,The Ninot,unanswered,,skill,L10,"L - Risk, gambling & failure",L10 - Sacrifice,,,,,An investment that only pays if it burns,CARD_CATALOG,"Cue: bank any part of the act's score into this card each show; burning it at the final city pays triple everything invested, and a seeded vote may instead pardon it into the next run","Cue: bank any part of the act's score into this card; burning it at the final city pays triple, with no chance of a pardon","Cue: bank any part of the act's score into this card; you may burn it at any city for double, or hold for triple at the last"
Q0656,No Two Alike,unanswered,,skill,L11,"L - Risk, gambling & failure",L11 - Determinism control,,,,,Repeated actions stop repeating,generated,"Once this fires, no repeated action returns the same result again for the rest of the show","Once this fires, no repeated action repeats for the rest of the run","Once this fires, repeated actions never repeat, and each distinct result raises the combo"
Q0657,The Marked Seed,unanswered,,rule,L11,"L - Risk, gambling & failure",L11 - Determinism control,,,,,"Rolls are correlated, not independent",generated,"Rule: probability checks of the same kind are correlated, so a run of failures makes success likelier","Rule: probability checks are fully independent, and the game says so plainly",Rule: checks are correlated within a show and reset between shows
Q0658,The Prepared Deck,unanswered,,skill,L11,"L - Risk, gambling & failure",L11 - Determinism control,,,,,Makes an outcome stop being random,generated,Cue: the next probability check this show succeeds automatically,Cue: the next probability check this show is rolled twice and the better result kept,"Cue: fix the next probability check's result now, before you know what it will be used for"
Q0659,The Rehearsal,unanswered,,skill,L11,"L - Risk, gambling & failure",L11 - Determinism control,,,,,See the roll before you commit,generated,Cue: see the result of the next probability check before deciding whether to take it,"Cue: see the result of the next check, and you may re-roll it once at a cost","Cue once per show: see the results of every probability check that show, in advance"
Q0660,Chorus cards,unanswered,,skill,M1,M - Information & visibility,M1 - Reveal,,,,,Two in a row see it coming,DESIGN_REFERENCES.md §F1 Theater & Opera,"While any two of these share a row, the boss's next intent is revealed one turn early","While any two of these share a line, the boss's next two intents are revealed","While any two of these are on the board at all, the boss's next intent is revealed one turn early"
Q0661,Effect-order deck viewer,unanswered,,skill,M1,M - Information & visibility,M1 - Reveal,,,,,Shows the order effects will fire in,DESIGN_DOC.md §25 Cross-Reference,"Shows the trigger order of every skill in the deck, even while the deck is shuffled",Shows the trigger order of the next five skills that will fire,"Shows the trigger order of every skill, and lets you swap two of them once per show"
Q0662,Eye of God,unanswered,,skill,M1,M - Information & visibility,M1 - Reveal,,,,,"Reveals all decks (including draw order), the hidden rules deck, and the true identity of every card, including fakes",CARD_CATALOG,"Reveals the draw order of the deck, the hidden rules deck, and the true identity of every disguised card","Reveals the next five cards of the deck and the hidden rules deck, but not disguised cards","Reveals all of it, and in exchange one random card of yours is revealed to the show's hazards"
Q0663,The audience warns you,unanswered,,rule,M1,M - Information & visibility,M1 - Reveal,,,,,The crowd shouts a warning,DESIGN_REFERENCES.md §F1 Theater & Opera,The crowd warns one step before a hazard hits a card,"The crowd warns one step before a hazard hits, and names which card it will hit","The crowd warns one step ahead, and warns earlier the higher the town's loyalty"
Q0664,The Disaster March,unanswered,,rule,M1,M - Information & visibility,M1 - Reveal,,,,,Learn the tell,"DESIGN_REFERENCES.md §E The Fairground, Midway & Business",A hidden audio cue plays one turn before a surprise boss effect,"A hidden audio cue plays one turn before a surprise effect, and a visual tell appears once you have heard it enough times","A hidden cue plays one turn before a surprise effect, differing per boss so each has to be learned"
Q0665,The Discoverie,unanswered,,consumable,M1,M - Information & visibility,M1 - Reveal,,,,,"Consumable, 3 uses: reveals every fake card in play (yours, the shop's, the town's); banned (a crime event) in pious towns",CARD_CATALOG,"Consumable with three uses: reveals every fake card in play, yours and the town's; using it in a pious town is a crime",Consumable with three uses: reveals every fake card in play,"Consumable with three uses: reveals every fake card, and each fake revealed mints a gold token"
Q0666,The Learned Pig,unanswered,,skill,M1,M - Information & visibility,M1 - Reveal,,,,,Reads anything face-down,CARD_CATALOG,"Once per turn, reveal the identity of any face-down, hidden or unknown card","Once per turn, reveal the identity of any hidden card, and it stays revealed for the rest of the show",Every hidden card adjacent to this one is permanently revealed
Q0667,The Ouija Board,unanswered,,consumable,M1,M - Information & visibility,M1 - Reveal,,,,,Asks the deck a question,CARD_CATALOG,"Consumable with three charges: ask one true-or-false question about the deck per show, answered honestly",Consumable with three charges: ask one true-or-false question about the deck or the map per show,"Consumable with three charges: ask one question per show; the answer is honest, but a wrong guess costs an act"
Q0668,The Séance Buster,unanswered,,skill,M1,M - Information & visibility,M1 - Reveal,,,,,Calls out every fake on the board,CARD_CATALOG,"Cue: reveal every fake card on the board, yours and the town's, scoring bonus points per fake exposed","Cue: reveal every fake on the board and destroy the town's, scoring per fake exposed","Cue: reveal one fake per act automatically, scoring bonus points each time"
